name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,temp_c,temp_f,disc_facility,disc_method
LTT 1445 A b,LTT 1445 A,b,2019,5.36,1.38,"55,242","34,328",2.2,0.7985,7.38,0,160.0,320.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LTT 3780 b,LTT 3780,b,2020,0.77,1.3319999999999999,"53,320","33,134",2.6,1.1071,106.0,0,619.0,1146.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LTT 3780 c,LTT 3780,c,2020,12.25,2.3,"92,069","57,213",8.6,0.7078,2.63,0,80.0,176.0,Transiting Exoplanet Survey Satellite (TESS),Transit
LkCa 15 b,LkCa 15,b,2015,,,0,0,,,,0,,,Large Binocular Telescope Observatory,Imaging
LkCa 15 c,LkCa 15,c,2015,,,0,0,,,,0,,,Large Binocular Telescope Observatory,Imaging
Lupus-TR-3 b,Lupus-TR-3,b,2007,3.91,9.976,"399,341","248,154",257.4,0.2541,,0,,,Multiple Observatories,Transit
MASCARA-1 b,MASCARA-1,b,2017,2.15,16.814,"673,067","418,250",1176.0,0.2722,,0,2297.0,4167.0,Multiple Observatories,Transit
MASCARA-4 b,MASCARA-4,b,2020,2.82,17.15,"686,517","426,608",985.3,0.1942,,0,1827.0,3321.0,Multiple Observatories,Transit
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,b,2008,,1.63,"65,249","40,546",3.3,0.7604,,0,,,MOA,Microlensing
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,b,2008,,13.9,"556,419","345,764",260.0,0.0966,,0,-170.0,-274.0,MOA,Microlensing
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,b,2009,,5.18,"207,356","128,853",23.4,0.1679,,0,,,MOA,Microlensing
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,b,2013,,13.0,"520,392","323,377",1300.0,0.5898,,0,,,MOA,Microlensing
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,b,2011,2774.0,3.21,"128,497","79,849",10.4,0.314,,0,,,MOA,Microlensing
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,b,2010,,8.09,"323,844","201,240",50.0,0.0942,,0,,,MOA,Microlensing
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,b,2010,1982.0,13.2,"528,398","328,352",830.0,0.3593,,0,,,MOA,Microlensing
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,b,2012,,12.4,"496,374","308,452",3500.0,1.833,,0,,,MOA,Microlensing
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,b,2018,,14.2,"568,428","353,227",170.0,0.0592,,0,,,MOA,Microlensing
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,b,2013,,2.99,"119,690","74,377",9.2,0.343,,0,,,MOA,Microlensing
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,b,2015,,11.1,"444,335","276,114",86.0,0.0628,,0,,,MOA,Microlensing
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,b,2012,,13.6,"544,410","338,302",480.0,0.1906,,0,,,MOA,Microlensing
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,b,2016,,5.99,"239,781","149,002",30.0,0.1392,,0,,,MOA,Microlensing
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,b,2014,,4.29,"171,729","106,714",17.0,0.2142,,0,,,MOA,Microlensing
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,b,2018,,4.43,"177,334","110,197",18.0,0.2069,,0,,,MOA,Microlensing
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,b,2012,547.5,12.9,"516,389","320,889",1500.0,0.6969,,0,,,MOA,Microlensing
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,b,2013,,12.4,"496,374","308,452",3690.0,1.9238,,0,,,MOA,Microlensing
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,b,2017,,12.6,"504,380","313,427",2700.0,1.3466,,0,,,Multiple Observatories,Microlensing
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,b,2017,,2.48,"99,275","61,690",6.7,0.4374,,0,,,MOA,Microlensing
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,b,2016,,1.62,"64,849","40,298",3.2,0.7604,,0,,,MOA,Microlensing
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,b,2018,,6.42,"256,994","159,698",33.7,0.127,,0,,,MOA,Microlensing
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,b,2017,,13.2,"528,398","328,352",890.0,0.3866,,0,,,MOA,Microlensing
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,b,2018,,14.1,"564,425","350,739",200.0,0.0711,,0,,,MOA,Microlensing
MOA-bin-1L b,MOA-bin-1L,b,2012,,13.0,"520,392","323,377",1200.0,0.5445,,0,,,MOA,Microlensing
MOA-bin-29 b,MOA-bin-29,b,2019,,14.1,"564,425","350,739",190.0,0.0675,,0,,,MOA,Microlensing
MXB 1658-298 b,MXB 1658-298,b,2017,760.0,12.0,"480,362","298,502",7532.6,4.3557,,0,,,Multiple Observatories,Eclipse Timing Variations
NGC 2682 Sand 364 b,NGC 2682 Sand 364,b,2014,121.71,12.7,"508,383","315,914",2126.3,1.0345,,0,,,Multiple Observatories,Radial Velocity
NGC 2682 Sand 978 b,NGC 2682 Sand 978,b,2017,511.21,13.3,"532,401","330,839",692.9,0.294,,0,,,Multiple Observatories,Radial Velocity
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,b,2014,6.96,12.3,"492,371","305,964",101.7,0.0544,,0,,,Multiple Observatories,Radial Velocity
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,b,2014,5.12,14.0,"560,422","348,252",127.1,0.0463,,0,,,Multiple Observatories,Radial Velocity
NGC 2682 YBP 401 b,NGC 2682 YBP 401,b,2016,4.09,14.3,"572,431","355,714",146.2,0.0499,,0,,,La Silla Observatory,Radial Velocity
NGTS-1 b,NGTS-1,b,2017,2.65,14.908,"596,770","370,838",258.1,0.0762,65.3,0,517.0,963.0,Paranal Observatory,Transit
NGTS-10 b,NGTS-10,b,2020,0.77,13.507,"540,688","335,988",687.1,0.2595,,0,1059.0,1938.0,Paranal Observatory,Transit
NGTS-11 b,NGTS-11,b,2020,35.46,9.158,"366,596","227,806",109.3,0.1416,33.16,0,162.0,324.0,Transiting Exoplanet Survey Satellite (TESS),Transit
NGTS-2 b,NGTS-2,b,2018,4.51,17.878,"715,659","444,718",235.2,0.041,,0,1195.0,2183.0,Paranal Observatory,Transit
NGTS-3 A b,NGTS-3 A,b,2018,1.68,16.589000000000002,"664,061","412,654",756.4,0.0563,,0,,,Paranal Observatory,Transit
NGTS-4 b,NGTS-4,b,2019,1.34,3.18,"127,296","79,103",20.6,0.6261,,0,1377.0,2511.0,Paranal Observatory,Transit
NGTS-5 b,NGTS-5,b,2019,3.36,12.732999999999999,"509,704","316,735",72.8,0.0352,,0,679.0,1254.0,Paranal Observatory,Transit
NGTS-6 b,NGTS-6,b,2019,0.88,14.863,"594,968","369,719",425.6,0.129,,0,1011.0,1852.0,Paranal Observatory,Transit
NGTS-8 b,NGTS-8,b,2019,2.5,12.218,"489,089","303,924",295.6,0.1615,503.0,0,1072.0,1962.0,Paranal Observatory,Transit
NGTS-9 b,NGTS-9,b,2019,4.44,11.994000000000002,"480,122","298,352",921.7,0.5318,729.0,0,1175.0,2147.0,Paranal Observatory,Transit
NN Ser c,NN Ser,c,2010,5573.55,12.6,"504,380","313,427",2329.6,1.1615,,0,,,Multiple Observatories,Eclipse Timing Variations
NN Ser d,NN Ser,d,2010,2883.5,13.3,"532,401","330,839",731.0,0.3103,,0,,,Multiple Observatories,Eclipse Timing Variations
NSVS 14256825 b,NSVS 14256825,b,2019,3225.0,12.3,"492,371","305,964",4497.3,2.4138,,0,,,Multiple Observatories,Eclipse Timing Variations
NY Vir b,NY Vir,b,2011,3160.0,13.3,"532,401","330,839",731.0,0.3103,,0,,,Multiple Observatories,Eclipse Timing Variations
NY Vir c,NY Vir,c,2019,8799.0,12.8,"512,386","318,402",1760.8,0.8367,,0,,,Winer Observatory,Eclipse Timing Variations
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,b,2004,,13.2,"528,398","328,352",830.0,0.3593,,0,,,OGLE,Microlensing
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,b,2005,,13.0,"520,392","323,377",1200.0,0.5445,,0,-218.0,-360.0,OGLE,Microlensing
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,b,2006,,3.84,"153,716","95,521",14.1,0.2486,,0,,,OGLE,Microlensing
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,b,2005,3285.0,2.21,"88,467","54,974",5.5,0.5082,,0,-223.0,-369.0,OGLE,Microlensing
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,b,2008,1788.5,14.0,"560,422","348,252",231.0,0.084,,0,-191.0,-312.0,OGLE,Microlensing
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,c,2008,4927.5,11.1,"444,335","276,114",86.0,0.0628,,0,-214.0,-353.0,OGLE,Microlensing
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,c,2016,2557.0,10.7,"428,323","266,164",80.0,0.0652,,0,,,OGLE,Microlensing
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,b,2009,,4.72,"188,942","117,411",20.0,0.1906,,0,,,OGLE,Microlensing
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,b,2014,,8.74,"349,864","217,409",57.0,0.0851,,0,,,OGLE,Microlensing
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,b,2014,,12.9,"516,389","320,889",1500.0,0.6969,,0,,,OGLE,Microlensing
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,b,2018,,9.01,"360,672","224,125",60.0,0.0819,,0,,,OGLE,Microlensing
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,b,2012,,14.2,"568,428","353,227",170.0,0.0592,,0,,,OGLE,Microlensing
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,b,2015,,13.9,"556,419","345,764",280.0,0.104,,0,,,OGLE,Microlensing
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,b,2012,,7.72,"309,033","192,036",46.1,0.1,,0,,,OGLE,Microlensing
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,c,2012,,13.9,"556,419","345,764",270.0,0.1002,,0,,,OGLE,Microlensing
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,b,2013,,13.4,"536,404","333,327",588.0,0.2432,,0,,,OGLE,Microlensing
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,b,2013,,13.2,"528,398","328,352",868.0,0.3757,,0,,,OGLE,Microlensing
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,b,2015,,13.6,"544,410","338,302",120.0,0.0475,,0,,,OGLE,Microlensing
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,b,2016,,14.3,"572,431","355,714",150.0,0.0512,,0,,,OGLE,Microlensing
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,b,2020,,8.39,"335,853","208,702",53.1,0.0897,,0,,,OGLE,Microlensing
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,b,2016,,6.56,"262,598","163,181",35.0,0.1236,,0,,,OGLE,Microlensing
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,b,2014,,12.3,"492,371","305,964",4100.0,2.196,,0,,,OGLE,Microlensing
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,b,2017,,11.6,"464,350","288,552",92.0,0.0588,,0,,,OGLE,Microlensing
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,b,2014,,1.16,"46,435","28,855",1.7,1.0599,,0,,,OGLE,Microlensing
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,b,2019,,12.5,"500,377","310,939",3020.0,1.5426,,0,,,OGLE,Microlensing
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,b,2017,,14.1,"564,425","350,739",200.0,0.0711,,0,,,OGLE,Microlensing
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,b,2018,,13.2,"528,398","328,352",860.0,0.3721,,0,,,OGLE,Microlensing
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,b,2015,,14.2,"568,428","353,227",160.0,0.0557,,0,,,OGLE,Microlensing
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,b,2016,,13.1,"524,395","325,864",982.0,0.4356,,0,,,OGLE,Microlensing
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,b,2018,,8.59,"343,859","213,677",55.3,0.0869,,0,,,OGLE,Microlensing
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,c,2018,,11.0,"440,332","273,626",83.7,0.0628,,0,,,OGLE,Microlensing
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,b,2016,,14.2,"568,428","353,227",180.0,0.0626,,0,,,OGLE,Microlensing
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,b,2016,,14.0,"560,422","348,252",230.0,0.0837,,0,,,OGLE,Microlensing
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,b,2016,,13.1,"524,395","325,864",1100.0,0.4882,,0,,,KMTNet,Microlensing
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,b,2016,,4.86,"194,547","120,893",21.0,0.1833,,0,,,OGLE,Microlensing
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,b,2019,,13.2,"528,398","328,352",807.0,0.3503,,0,,,OGLE,Microlensing
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,b,2019,,4.42,"176,933","109,948",17.9,0.2069,,0,,,OGLE,Microlensing
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,b,2020,,14.3,"572,431","355,714",138.0,0.047,,0,,,OGLE,Microlensing
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,b,2017,,13.0,"520,392","323,377",1300.0,0.5898,,0,,,OGLE,Microlensing
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,b,2017,,13.0,"520,392","323,377",1330.0,0.6044,,0,,,OGLE,Microlensing
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,b,2019,,14.3,"572,431","355,714",140.0,0.0477,,0,,,OGLE,Microlensing
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,b,2017,1224.0,12.3,"492,371","305,964",4253.0,2.2868,,0,,,OGLE,Microlensing
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,b,2017,,1.11,"44,433","27,611",1.4,1.0436,,0,,,OGLE,Microlensing
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,b,2020,,13.9,"556,419","345,764",250.0,0.0929,,0,,,OGLE,Microlensing
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,b,2018,,1.62,"64,849","40,298",3.3,0.7677,,0,,,OGLE,Microlensing
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,b,2018,,14.0,"560,422","348,252",127.0,0.0461,,0,,,OGLE,Microlensing
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,b,2020,,14.2,"568,428","353,227",130.0,0.0452,,0,,,OGLE,Microlensing
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,b,2018,,2.95,"118,089","73,382",9.0,0.3503,,0,,,OGLE,Microlensing
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,b,2018,,13.5,"540,407","335,814",505.0,0.2051,,0,,,OGLE,Microlensing
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,b,2018,,1.96,"78,459","48,755",4.5,0.5953,,0,,,OGLE,Microlensing
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,b,2018,,14.0,"560,422","348,252",240.0,0.0873,,0,,,OGLE,Microlensing
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,b,2019,,3.81,"152,515","94,774",13.9,0.2505,,0,,,OGLE,Microlensing
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,b,2020,,1.82,"72,855","45,273",4.0,0.6552,,0,,,OGLE,Microlensing
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,b,2019,5480.0,12.9,"516,389","320,889",1500.0,0.6969,,0,,,OGLE,Microlensing
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,b,2019,,13.5,"540,407","335,814",570.0,0.2305,,0,,,OGLE,Microlensing
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,c,2019,,13.2,"528,398","328,352",890.0,0.3866,,0,,,OGLE,Microlensing
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,b,2020,,12.9,"516,389","320,889",1400.0,0.6497,,0,,,OGLE,Microlensing
OGLE-TR-10 b,OGLE-TR-10,b,2004,3.1,14.011,"560,863","348,525",197.0,0.0726,,0,1429.0,2604.0,OGLE,Transit
OGLE-TR-111 b,OGLE-TR-111,b,2004,4.01,11.422,"457,225","284,124",174.8,0.118,,0,746.0,1375.0,OGLE,Transit
OGLE-TR-113 b,OGLE-TR-113,b,2004,1.43,12.251,"490,410","304,745",400.4,0.2178,,0,1069.0,1956.0,OGLE,Transit
OGLE-TR-132 b,OGLE-TR-132,b,2004,1.69,13.45,"538,406","334,571",375.0,0.1543,,0,1740.0,3164.0,OGLE,Transit
OGLE-TR-182 b,OGLE-TR-182,b,2007,3.98,12.665999999999999,"507,022","315,068",321.0,0.0744,,0,1277.0,2331.0,OGLE,Transit
OGLE-TR-211 b,OGLE-TR-211,b,2007,3.68,15.244000000000002,"610,220","379,196",327.4,0.0762,,0,1413.0,2575.0,OGLE,Transit
OGLE-TR-56 b,OGLE-TR-56,b,2002,1.21,15.277999999999999,"611,581","380,042",441.8,0.1234,,0,1939.0,3522.0,OGLE,Transit
OGLE2-TR-L9 b,OGLE2-TR-L9,b,2008,2.49,18.046,"722,385","448,897",1430.2,0.2269,,0,1761.0,3202.0,OGLE,Transit
Oph 11 b,Oph 11,b,2006,7300000.0,12.3,"492,371","305,964",4449.6,2.3775,,0,1902.0,3456.0,Gemini Observatory,Imaging
PDS 70 b,PDS 70,b,2018,43500.0,30.488000000000003,"1,220,440","758,393",953.5,0.0336,,0,931.0,1708.0,Paranal Observatory,Imaging
PDS 70 c,PDS 70,c,2019,,22.866,"915,330","568,795",635.7,0.053,,0,722.0,1332.0,European Southern Observatory,Imaging
PH1 b,PH1,b,2012,138.32,6.18,"247,386","153,728",169.0,,,0,208.0,406.0,Kepler,Transit
PH2 b,PH2,b,2013,282.53,10.12,"405,105","251,736",25426.4,,1.21,0,8.0,46.0,Kepler,Transit
POTS-1 b,POTS-1,b,2013,3.16,10.548,"422,238","262,383",734.2,0.6243,,0,,,La Silla Observatory,Transit
PSR B0329+54 b,PSR B0329+54,b,2017,10140.0,1.22,"48,837","30,348",2.0,1.0817,,0,,,Multiple Facilities,Pulsar Timing
PSR B1257+12 b,PSR B1257+12,b,1994,25.26,0.33799999999999997,"13,530","8,408",0.0,0.5172,,0,,,Arecibo Observatory,Pulsar Timing
PSR B1257+12 c,PSR B1257+12,c,1992,66.54,1.91,"76,458","47,511",4.3,0.6152,,0,,,Arecibo Observatory,Pulsar Timing
PSR B1257+12 d,PSR B1257+12,d,1992,98.21,1.8,"72,054","44,775",3.9,0.6661,,0,,,Arecibo Observatory,Pulsar Timing
PSR B1620-26 b,PSR B1620-26,b,2003,,13.3,"532,401","330,839",794.6,0.3376,,0,,,Hubble Space Telescope,Pulsar Timing
PSR J1719-1438 b,PSR J1719-1438,b,2011,0.09,,0,0,382.8,4.1742,,0,,,Parkes Observatory,Pulsar Timing
PSR J2322-2650 b,PSR J2322-2650,b,2017,0.32,13.9,"556,419","345,764",252.6,0.3339,,0,,,Parkes Observatory,Pulsar Timing
Pr0201 b,Pr0201,b,2012,4.43,14.2,"568,428","353,227",171.6,0.0597,,0,,,Fred Lawrence Whipple Observatory,Radial Velocity
Pr0211 b,Pr0211,b,2012,2.15,13.4,"536,404","333,327",597.5,0.2468,,0,,,Fred Lawrence Whipple Observatory,Radial Velocity
Pr0211 c,Pr0211,c,2016,4850.0,12.6,"504,380","313,427",2475.9,1.2341,,0,,,Roque de los Muchachos Observatory,Radial Velocity
Proxima Cen b,Proxima Cen,b,2016,11.19,1.08,"43,233","26,865",1.3,1.0054,0.65,1,-39.0,-38.0,European Southern Observatory,Radial Velocity
Qatar-1 b,Qatar-1,b,2010,1.42,12.812000000000001,"512,867","318,700",411.3,0.1953,,0,1145.0,2093.0,Qatar,Transit
Qatar-10 b,Qatar-10,b,2019,1.65,17.295,"692,322","430,215",233.9,0.045,,0,1682.0,3060.0,Qatar,Transit
Qatar-2 b,Qatar-2,b,2011,1.34,14.056,"562,664","349,645",792.6,0.2855,,0,1071.0,1960.0,Qatar,Transit
Qatar-3 b,Qatar-3,b,2017,2.51,12.285,"491,771","305,591",1369.8,0.726,1330.0,0,1408.0,2566.0,Qatar,Transit
Qatar-4 b,Qatar-4,b,2017,1.81,12.722000000000001,"509,264","316,461",1938.8,0.9256,614.0,0,1112.0,2034.0,Qatar,Transit
Qatar-5 b,Qatar-5,b,2017,2.88,12.408,"496,694","308,651",1373.0,0.7169,669.0,0,1142.0,2088.0,Qatar,Transit
Qatar-6 b,Qatar-6,b,2017,3.51,11.904000000000002,"476,519","296,114",212.3,0.1256,,0,733.0,1351.0,Qatar,Transit
Qatar-7 b,Qatar-7,b,2019,2.03,19.055,"762,775","473,996",597.5,0.0911,,0,1780.0,3236.0,Qatar,Transit
Qatar-8 b,Qatar-8,b,2019,3.71,14.404000000000002,"576,595","358,301",117.9,0.0392,,0,1184.0,2163.0,Qatar,Transit
Qatar-9 b,Qatar-9,b,2019,1.54,11.31,"452,741","281,338",378.2,0.2595,,0,861.0,1582.0,Qatar,Transit
ROXs 12 b,ROXs 12,b,2013,,12.2,"488,368","303,477",5085.0,2.7949,,0,,,W. M. Keck Observatory,Imaging
ROXs 42 B b,ROXs 42 B,b,2013,,12.5,"500,377","310,939",2860.0,1.461,,0,1702.0,3096.0,Multiple Observatories,Imaging
RR Cae b,RR Cae,b,2012,4343.5,13.0,"520,392","323,377",1334.9,0.6062,,0,,,Leoncito Astronomical Complex,Eclipse Timing Variations
Ross 128 b,Ross 128,b,2017,9.87,1.11,"44,433","27,611",1.4,1.0218,1.38,1,28.0,82.0,La Silla Observatory,Radial Velocity
Ross 458 c,Ross 458,c,2010,,13.675,"547,413","340,167",1997.6,0.7786,,0,,,Las Campanas Observatory,Imaging
SR 12 AB c,SR 12 AB,c,2010,,12.3,"492,371","305,964",4131.6,2.2142,,0,,,Infrared Survey Facility,Imaging
SWEEPS-11 b,SWEEPS-11,b,2006,1.8,12.665999999999999,"507,022","315,068",3082.8,1.5136,,0,,,Hubble Space Telescope,Transit
SWEEPS-4 b,SWEEPS-4,b,2006,4.2,9.079,"363,434","225,841",1207.7,1.6098,,0,,,Hubble Space Telescope,Transit
TAP 26 b,TAP 26,b,2017,10.79,13.5,"540,407","335,814",527.6,0.2142,,0,,,Multiple Facilities,Radial Velocity
TCP J05074264+2447555 b,TCP J05074264+2447555,b,2018,,2.99,"119,690","74,377",9.2,0.343,,0,,,Multiple Observatories,Microlensing
TOI-1130 b,TOI-1130,b,2020,4.07,3.65,"146,110","90,794",12.9,0.265,,0,537.0,999.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1130 c,TOI-1130,c,2020,8.35,16.814,"673,067","418,250",309.6,0.069,19.57,0,364.0,687.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1235 b,TOI-1235,b,2020,3.44,1.7380000000000002,"69,572","43,233",6.9,1.343,53.6,0,481.0,898.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-125 b,TOI-125,b,2019,4.65,2.7260000000000004,"109,122","67,810",9.5,0.4664,185.0,0,764.0,1407.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-125 c,TOI-125,c,2019,9.15,2.759,"110,443","68,630",6.6,0.314,77.59,0,555.0,1031.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-125 d,TOI-125,d,2020,19.98,2.93,"117,288","72,884",13.6,0.5408,26.7,0,365.0,689.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-132 b,TOI-132,b,2020,2.11,3.42,"136,903","85,073",22.4,0.559,860.0,0,1122.0,2052.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1338 b,TOI-1338,b,2020,95.17,6.85,"274,207","170,395",33.0,0.1016,65.01,0,451.0,844.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-150.01,TOI-150,b,2019,5.86,14.067,"563,104","349,918",797.8,0.3049,772.76,0,1131.0,2068.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-157 b,TOI-157,b,2020,2.08,14.415,"577,035","358,575",375.0,0.1245,1062.0,0,1315.0,2399.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-163 b,TOI-163,b,2019,4.23,16.69,"668,104","415,166",387.8,0.0889,1215.81,0,1396.0,2545.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-169 b,TOI-169,b,2020,2.26,12.173,"487,287","302,805",251.4,0.1379,1443.0,0,1442.0,2628.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-172 b,TOI-172,b,2019,9.48,10.817,"433,006","269,074",1722.6,1.3666,299.0,0,925.0,1697.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1728 b,TOI-1728,b,2020,3.49,5.05,"202,152","125,619",26.8,0.2069,57.78,0,494.0,921.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1899 b,TOI-1899,b,2020,29.02,15.356,"614,703","381,983",209.8,0.0581,2.9,0,89.0,192.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-216.01,TOI-216,c,2019,34.56,11.29,"451,941","280,840",200.0,0.1379,10.1,0,224.0,435.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-216.02,TOI-216,b,2019,17.09,7.69,"307,832","191,290",30.0,0.0617,25.9,0,355.0,671.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-270 b,TOI-270,b,2019,3.36,1.247,"49,918","31,019",2.1,1.0744,22.17,0,255.0,491.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-270 c,TOI-270,c,2019,5.66,2.42,"96,873","60,198",6.4,0.4537,11.06,0,151.0,304.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-270 d,TOI-270,d,2019,11.38,2.13,"85,264","52,984",5.2,0.5354,4.36,0,67.0,153.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-677 b,TOI-677,b,2020,11.24,13.115,"524,996","326,237",392.8,0.1737,200.86,0,979.0,1794.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-700 b,TOI-700,b,2020,9.98,1.037,"41,511","25,796",1.1,0.9927,5.0,0,144.0,291.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-700 c,TOI-700,c,2020,16.05,2.65,"106,080","65,919",7.5,0.4029,2.66,0,83.0,181.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-700 d,TOI-700,d,2020,37.42,1.1440000000000001,"45,795","28,457",1.6,1.0454,0.85,1,-4.0,25.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-813 b,TOI-813,b,2020,83.89,6.71,"268,602","166,912",36.4,0.1201,23.1,0,337.0,639.0,Transiting Exoplanet Survey Satellite (TESS),Transit
